,From,To,From_Table,To_Table,Weight,Rental price,Transportation_distance,Type,price,profit_margin (%),market_share (%),Annual_sales,Edge_Name
2139,384,2761,Warehouses,Products,55,0,0,0,9.86,15,0,0.0,Related_To
2140,302,2761,Warehouses,Products,55,0,0,0,9.86,15,0,0.0,Related_To
2141,194,2761,Warehouses,Products,55,0,0,0,9.86,15,0,0.0,Related_To
2142,778,2761,Warehouses,Products,55,0,0,0,9.86,15,0,0.0,Related_To
2143,333,2761,Warehouses,Products,55,0,0,0,9.86,15,0,0.0,Related_To
2144,234,2761,Warehouses,Products,55,0,0,0,9.86,15,0,0.0,Related_To
2145,3,2762,Warehouses,Products,75,0,0,0,2613.16,23,0,0.0,Related_To
2146,529,2762,Warehouses,Products,75,0,0,0,2613.16,23,0,0.0,Related_To
2147,89,2762,Warehouses,Products,75,0,0,0,2613.16,23,0,0.0,Related_To
2148,103,2762,Warehouses,Products,75,0,0,0,2613.16,23,0,0.0,Related_To
2149,42,2762,Warehouses,Products,75,0,0,0,2613.16,23,0,0.0,Related_To
2150,968,2762,Warehouses,Products,75,0,0,0,2613.16,23,0,0.0,Related_To
2151,812,2762,Warehouses,Products,75,0,0,0,2613.16,23,0,0.0,Related_To
2152,653,2763,Warehouses,Products,70,0,0,0,5.97,32,0,0.0,Related_To
2153,781,2763,Warehouses,Products,70,0,0,0,5.97,32,0,0.0,Related_To
2154,397,2764,Warehouses,Products,55,0,0,0,6.67,21,0,0.0,Related_To
2155,812,2764,Warehouses,Products,55,0,0,0,6.67,21,0,0.0,Related_To
2156,665,2764,Warehouses,Products,55,0,0,0,6.67,21,0,0.0,Related_To
2157,664,2764,Warehouses,Products,55,0,0,0,6.67,21,0,0.0,Related_To
2158,414,2765,Warehouses,Products,70,0,0,0,7.94,40,0,0.0,Related_To
2159,766,2765,Warehouses,Products,70,0,0,0,7.94,40,0,0.0,Related_To
2160,364,2765,Warehouses,Products,70,0,0,0,7.94,40,0,0.0,Related_To
2161,315,2766,Warehouses,Products,55,0,0,0,136.7,5,0,0.0,Related_To
2162,243,2766,Warehouses,Products,55,0,0,0,136.7,5,0,0.0,Related_To
2163,821,2766,Warehouses,Products,55,0,0,0,136.7,5,0,0.0,Related_To
2164,538,2767,Warehouses,Products,75,0,0,0,7524.44,26,0,0.0,Related_To
2165,676,2768,Warehouses,Products,55,0,0,0,86.44,11,0,0.0,Related_To
2166,715,2768,Warehouses,Products,55,0,0,0,86.44,11,0,0.0,Related_To
2167,129,2768,Warehouses,Products,55,0,0,0,86.44,11,0,0.0,Related_To
2168,959,2768,Warehouses,Products,55,0,0,0,86.44,11,0,0.0,Related_To
2169,202,2768,Warehouses,Products,55,0,0,0,86.44,11,0,0.0,Related_To
2170,711,2768,Warehouses,Products,55,0,0,0,86.44,11,0,0.0,Related_To
2171,403,2768,Warehouses,Products,55,0,0,0,86.44,11,0,0.0,Related_To
2172,264,2768,Warehouses,Products,55,0,0,0,86.44,11,0,0.0,Related_To
2173,125,2769,Warehouses,Products,55,0,0,0,3.39,7,0,0.0,Related_To
2174,295,2770,Warehouses,Products,55,0,0,0,1514.69,25,0,0.0,Related_To
2175,143,2770,Warehouses,Products,55,0,0,0,1514.69,25,0,0.0,Related_To
2176,584,2770,Warehouses,Products,55,0,0,0,1514.69,25,0,0.0,Related_To
2177,934,2770,Warehouses,Products,55,0,0,0,1514.69,25,0,0.0,Related_To
2178,867,2770,Warehouses,Products,55,0,0,0,1514.69,25,0,0.0,Related_To
2179,601,2770,Warehouses,Products,55,0,0,0,1514.69,25,0,0.0,Related_To
2180,922,2770,Warehouses,Products,55,0,0,0,1514.69,25,0,0.0,Related_To
2181,486,2771,Warehouses,Products,70,0,0,0,9.24,35,0,0.0,Related_To
2182,268,2771,Warehouses,Products,70,0,0,0,9.24,35,0,0.0,Related_To
2183,370,2771,Warehouses,Products,70,0,0,0,9.24,35,0,0.0,Related_To
2184,116,2771,Warehouses,Products,70,0,0,0,9.24,35,0,0.0,Related_To
2185,389,2771,Warehouses,Products,70,0,0,0,9.24,35,0,0.0,Related_To
2186,218,2771,Warehouses,Products,70,0,0,0,9.24,35,0,0.0,Related_To
2187,651,2771,Warehouses,Products,70,0,0,0,9.24,35,0,0.0,Related_To
2188,903,2771,Warehouses,Products,70,0,0,0,9.24,35,0,0.0,Related_To
2189,527,2771,Warehouses,Products,70,0,0,0,9.24,35,0,0.0,Related_To
2190,664,2771,Warehouses,Products,70,0,0,0,9.24,35,0,0.0,Related_To
2191,720,2772,Warehouses,Products,70,0,0,0,71.66,48,0,0.0,Related_To
2192,417,2772,Warehouses,Products,70,0,0,0,71.66,48,0,0.0,Related_To
2193,163,2772,Warehouses,Products,70,0,0,0,71.66,48,0,0.0,Related_To
2194,831,2772,Warehouses,Products,70,0,0,0,71.66,48,0,0.0,Related_To
2195,983,2772,Warehouses,Products,70,0,0,0,71.66,48,0,0.0,Related_To
2196,213,2773,Warehouses,Products,90,0,0,0,4542.84,45,0,0.0,Related_To
2197,267,2773,Warehouses,Products,90,0,0,0,4542.84,45,0,0.0,Related_To
2198,206,2773,Warehouses,Products,90,0,0,0,4542.84,45,0,0.0,Related_To
2199,908,2773,Warehouses,Products,90,0,0,0,4542.84,45,0,0.0,Related_To
2200,326,2773,Warehouses,Products,90,0,0,0,4542.84,45,0,0.0,Related_To
2201,8,2773,Warehouses,Products,90,0,0,0,4542.84,45,0,0.0,Related_To
2202,813,2774,Warehouses,Products,70,0,0,0,437.31,31,0,0.0,Related_To
2203,67,2774,Warehouses,Products,70,0,0,0,437.31,31,0,0.0,Related_To
2204,713,2774,Warehouses,Products,70,0,0,0,437.31,31,0,0.0,Related_To
2205,450,2774,Warehouses,Products,70,0,0,0,437.31,31,0,0.0,Related_To
2206,987,2774,Warehouses,Products,70,0,0,0,437.31,31,0,0.0,Related_To
2207,305,2774,Warehouses,Products,70,0,0,0,437.31,31,0,0.0,Related_To
2208,281,2774,Warehouses,Products,70,0,0,0,437.31,31,0,0.0,Related_To
2209,742,2774,Warehouses,Products,70,0,0,0,437.31,31,0,0.0,Related_To
2210,388,2775,Warehouses,Products,70,0,0,0,989.73,46,0,0.0,Related_To
2211,271,2775,Warehouses,Products,70,0,0,0,989.73,46,0,0.0,Related_To
2212,471,2775,Warehouses,Products,70,0,0,0,989.73,46,0,0.0,Related_To
2213,446,2775,Warehouses,Products,70,0,0,0,989.73,46,0,0.0,Related_To
2214,42,2775,Warehouses,Products,70,0,0,0,989.73,46,0,0.0,Related_To
2215,675,2775,Warehouses,Products,70,0,0,0,989.73,46,0,0.0,Related_To
2216,57,2775,Warehouses,Products,70,0,0,0,989.73,46,0,0.0,Related_To
2217,536,2775,Warehouses,Products,70,0,0,0,989.73,46,0,0.0,Related_To
2218,460,2776,Warehouses,Products,90,0,0,0,8603.43,49,0,0.0,Related_To
2219,774,2776,Warehouses,Products,90,0,0,0,8603.43,49,0,0.0,Related_To
2220,81,2776,Warehouses,Products,90,0,0,0,8603.43,49,0,0.0,Related_To
2221,102,2776,Warehouses,Products,90,0,0,0,8603.43,49,0,0.0,Related_To
2222,73,2776,Warehouses,Products,90,0,0,0,8603.43,49,0,0.0,Related_To
2223,62,2776,Warehouses,Products,90,0,0,0,8603.43,49,0,0.0,Related_To
2224,601,2776,Warehouses,Products,90,0,0,0,8603.43,49,0,0.0,Related_To
2225,279,2776,Warehouses,Products,90,0,0,0,8603.43,49,0,0.0,Related_To
2226,349,2776,Warehouses,Products,90,0,0,0,8603.43,49,0,0.0,Related_To
2227,197,2777,Warehouses,Products,55,0,0,0,902.34,19,0,0.0,Related_To
2228,158,2777,Warehouses,Products,55,0,0,0,902.34,19,0,0.0,Related_To
2229,770,2777,Warehouses,Products,55,0,0,0,902.34,19,0,0.0,Related_To
2230,83,2777,Warehouses,Products,55,0,0,0,902.34,19,0,0.0,Related_To
2231,383,2777,Warehouses,Products,55,0,0,0,902.34,19,0,0.0,Related_To
2232,909,2777,Warehouses,Products,55,0,0,0,902.34,19,0,0.0,Related_To
2233,527,2777,Warehouses,Products,55,0,0,0,902.34,19,0,0.0,Related_To
2234,869,2777,Warehouses,Products,55,0,0,0,902.34,19,0,0.0,Related_To
2235,258,2777,Warehouses,Products,55,0,0,0,902.34,19,0,0.0,Related_To
2236,319,2777,Warehouses,Products,55,0,0,0,902.34,19,0,0.0,Related_To
2237,927,2778,Warehouses,Products,70,0,0,0,21.58,40,0,0.0,Related_To
2238,27,2778,Warehouses,Products,70,0,0,0,21.58,40,0,0.0,Related_To
2239,304,2778,Warehouses,Products,70,0,0,0,21.58,40,0,0.0,Related_To
2240,909,2778,Warehouses,Products,70,0,0,0,21.58,40,0,0.0,Related_To
2241,644,2778,Warehouses,Products,70,0,0,0,21.58,40,0,0.0,Related_To
2242,85,2779,Warehouses,Products,70,0,0,0,50.48,41,0,0.0,Related_To
2243,309,2779,Warehouses,Products,70,0,0,0,50.48,41,0,0.0,Related_To
2244,374,2779,Warehouses,Products,70,0,0,0,50.48,41,0,0.0,Related_To
2245,193,2779,Warehouses,Products,70,0,0,0,50.48,41,0,0.0,Related_To
2246,953,2779,Warehouses,Products,70,0,0,0,50.48,41,0,0.0,Related_To
2247,252,2779,Warehouses,Products,70,0,0,0,50.48,41,0,0.0,Related_To
2248,656,2779,Warehouses,Products,70,0,0,0,50.48,41,0,0.0,Related_To
2249,299,2779,Warehouses,Products,70,0,0,0,50.48,41,0,0.0,Related_To
2250,69,2780,Warehouses,Products,70,0,0,0,717.15,27,0,0.0,Related_To
2251,611,2780,Warehouses,Products,70,0,0,0,717.15,27,0,0.0,Related_To
2252,122,2780,Warehouses,Products,70,0,0,0,717.15,27,0,0.0,Related_To
2253,996,2780,Warehouses,Products,70,0,0,0,717.15,27,0,0.0,Related_To
2254,174,2780,Warehouses,Products,70,0,0,0,717.15,27,0,0.0,Related_To
2255,409,2780,Warehouses,Products,70,0,0,0,717.15,27,0,0.0,Related_To
2256,599,2780,Warehouses,Products,70,0,0,0,717.15,27,0,0.0,Related_To
2257,127,2780,Warehouses,Products,70,0,0,0,717.15,27,0,0.0,Related_To
2258,470,2780,Warehouses,Products,70,0,0,0,717.15,27,0,0.0,Related_To
2259,876,2780,Warehouses,Products,70,0,0,0,717.15,27,0,0.0,Related_To
2260,608,2781,Warehouses,Products,70,0,0,0,2.73,34,0,0.0,Related_To
2261,339,2781,Warehouses,Products,70,0,0,0,2.73,34,0,0.0,Related_To
2262,178,2781,Warehouses,Products,70,0,0,0,2.73,34,0,0.0,Related_To
2263,17,2781,Warehouses,Products,70,0,0,0,2.73,34,0,0.0,Related_To
2264,143,2781,Warehouses,Products,70,0,0,0,2.73,34,0,0.0,Related_To
2265,574,2781,Warehouses,Products,70,0,0,0,2.73,34,0,0.0,Related_To
2266,216,2781,Warehouses,Products,70,0,0,0,2.73,34,0,0.0,Related_To
2267,200,2782,Warehouses,Products,70,0,0,0,316.69,34,0,0.0,Related_To
2268,329,2782,Warehouses,Products,70,0,0,0,316.69,34,0,0.0,Related_To
2269,108,2782,Warehouses,Products,70,0,0,0,316.69,34,0,0.0,Related_To
2270,887,2782,Warehouses,Products,70,0,0,0,316.69,34,0,0.0,Related_To
2271,914,2782,Warehouses,Products,70,0,0,0,316.69,34,0,0.0,Related_To
2272,983,2783,Warehouses,Products,75,0,0,0,1597.42,22,0,0.0,Related_To
2273,934,2784,Warehouses,Products,90,0,0,0,4184.31,31,0,0.0,Related_To
2274,772,2784,Warehouses,Products,90,0,0,0,4184.31,31,0,0.0,Related_To
2275,582,2785,Warehouses,Products,55,0,0,0,36.33,13,0,0.0,Related_To
2276,696,2785,Warehouses,Products,55,0,0,0,36.33,13,0,0.0,Related_To
2277,119,2785,Warehouses,Products,55,0,0,0,36.33,13,0,0.0,Related_To
2278,825,2785,Warehouses,Products,55,0,0,0,36.33,13,0,0.0,Related_To
2279,68,2785,Warehouses,Products,55,0,0,0,36.33,13,0,0.0,Related_To
2280,169,2785,Warehouses,Products,55,0,0,0,36.33,13,0,0.0,Related_To
2281,862,2785,Warehouses,Products,55,0,0,0,36.33,13,0,0.0,Related_To
2282,307,2785,Warehouses,Products,55,0,0,0,36.33,13,0,0.0,Related_To
2283,901,2785,Warehouses,Products,55,0,0,0,36.33,13,0,0.0,Related_To
2284,308,2785,Warehouses,Products,55,0,0,0,36.33,13,0,0.0,Related_To
2285,430,2786,Warehouses,Products,55,0,0,0,5.92,14,0,0.0,Related_To
2286,642,2786,Warehouses,Products,55,0,0,0,5.92,14,0,0.0,Related_To
2287,371,2786,Warehouses,Products,55,0,0,0,5.92,14,0,0.0,Related_To
2288,243,2786,Warehouses,Products,55,0,0,0,5.92,14,0,0.0,Related_To
2289,269,2786,Warehouses,Products,55,0,0,0,5.92,14,0,0.0,Related_To
2290,581,2786,Warehouses,Products,55,0,0,0,5.92,14,0,0.0,Related_To
2291,280,2787,Warehouses,Products,55,0,0,0,82.61,6,0,0.0,Related_To
2292,264,2788,Warehouses,Products,75,0,0,0,5946.14,25,0,0.0,Related_To
2293,631,2788,Warehouses,Products,75,0,0,0,5946.14,25,0,0.0,Related_To
2294,725,2788,Warehouses,Products,75,0,0,0,5946.14,25,0,0.0,Related_To
2295,733,2788,Warehouses,Products,75,0,0,0,5946.14,25,0,0.0,Related_To
2296,907,2788,Warehouses,Products,75,0,0,0,5946.14,25,0,0.0,Related_To
2297,304,2788,Warehouses,Products,75,0,0,0,5946.14,25,0,0.0,Related_To
2298,120,2788,Warehouses,Products,75,0,0,0,5946.14,25,0,0.0,Related_To
2299,461,2788,Warehouses,Products,75,0,0,0,5946.14,25,0,0.0,Related_To
2300,837,2789,Warehouses,Products,70,0,0,0,501.72,38,0,0.0,Related_To
2301,953,2789,Warehouses,Products,70,0,0,0,501.72,38,0,0.0,Related_To
2302,577,2789,Warehouses,Products,70,0,0,0,501.72,38,0,0.0,Related_To
2303,146,2789,Warehouses,Products,70,0,0,0,501.72,38,0,0.0,Related_To
2304,707,2789,Warehouses,Products,70,0,0,0,501.72,38,0,0.0,Related_To
2305,131,2789,Warehouses,Products,70,0,0,0,501.72,38,0,0.0,Related_To
2306,610,2790,Warehouses,Products,55,0,0,0,8.23,25,0,0.0,Related_To
2307,452,2790,Warehouses,Products,55,0,0,0,8.23,25,0,0.0,Related_To
2308,340,2790,Warehouses,Products,55,0,0,0,8.23,25,0,0.0,Related_To
2309,394,2790,Warehouses,Products,55,0,0,0,8.23,25,0,0.0,Related_To
2310,698,2791,Warehouses,Products,90,0,0,0,5839.35,48,0,0.0,Related_To
2311,99,2791,Warehouses,Products,90,0,0,0,5839.35,48,0,0.0,Related_To
2312,854,2791,Warehouses,Products,90,0,0,0,5839.35,48,0,0.0,Related_To
2313,446,2791,Warehouses,Products,90,0,0,0,5839.35,48,0,0.0,Related_To
2314,934,2791,Warehouses,Products,90,0,0,0,5839.35,48,0,0.0,Related_To
2315,976,2791,Warehouses,Products,90,0,0,0,5839.35,48,0,0.0,Related_To
2316,96,2791,Warehouses,Products,90,0,0,0,5839.35,48,0,0.0,Related_To
2317,168,2792,Warehouses,Products,55,0,0,0,1.66,24,0,0.0,Related_To
2318,403,2792,Warehouses,Products,55,0,0,0,1.66,24,0,0.0,Related_To
2319,495,2793,Warehouses,Products,55,0,0,0,99.72,6,0,0.0,Related_To
2320,775,2793,Warehouses,Products,55,0,0,0,99.72,6,0,0.0,Related_To
2321,838,2793,Warehouses,Products,55,0,0,0,99.72,6,0,0.0,Related_To
2322,184,2793,Warehouses,Products,55,0,0,0,99.72,6,0,0.0,Related_To
2323,259,2793,Warehouses,Products,55,0,0,0,99.72,6,0,0.0,Related_To
2324,248,2793,Warehouses,Products,55,0,0,0,99.72,6,0,0.0,Related_To
2325,997,2793,Warehouses,Products,55,0,0,0,99.72,6,0,0.0,Related_To
2326,809,2794,Warehouses,Products,70,0,0,0,68.57,48,0,0.0,Related_To
2327,846,2794,Warehouses,Products,70,0,0,0,68.57,48,0,0.0,Related_To
2328,694,2794,Warehouses,Products,70,0,0,0,68.57,48,0,0.0,Related_To
2329,797,2794,Warehouses,Products,70,0,0,0,68.57,48,0,0.0,Related_To
2330,80,2795,Warehouses,Products,55,0,0,0,5.75,24,0,0.0,Related_To
2331,703,2795,Warehouses,Products,55,0,0,0,5.75,24,0,0.0,Related_To
2332,804,2795,Warehouses,Products,55,0,0,0,5.75,24,0,0.0,Related_To
2333,826,2795,Warehouses,Products,55,0,0,0,5.75,24,0,0.0,Related_To
2334,162,2795,Warehouses,Products,55,0,0,0,5.75,24,0,0.0,Related_To
2335,500,2795,Warehouses,Products,55,0,0,0,5.75,24,0,0.0,Related_To
2336,908,2795,Warehouses,Products,55,0,0,0,5.75,24,0,0.0,Related_To
2337,743,2796,Warehouses,Products,55,0,0,0,61.55,17,0,0.0,Related_To
2338,439,2796,Warehouses,Products,55,0,0,0,61.55,17,0,0.0,Related_To
2339,261,2796,Warehouses,Products,55,0,0,0,61.55,17,0,0.0,Related_To
2340,928,2796,Warehouses,Products,55,0,0,0,61.55,17,0,0.0,Related_To
2341,181,2797,Warehouses,Products,70,0,0,0,282.92,33,0,0.0,Related_To
2342,115,2797,Warehouses,Products,70,0,0,0,282.92,33,0,0.0,Related_To
2343,675,2797,Warehouses,Products,70,0,0,0,282.92,33,0,0.0,Related_To
2344,107,2797,Warehouses,Products,70,0,0,0,282.92,33,0,0.0,Related_To
2345,708,2798,Warehouses,Products,70,0,0,0,13.74,45,0,0.0,Related_To
2346,818,2798,Warehouses,Products,70,0,0,0,13.74,45,0,0.0,Related_To
2347,593,2798,Warehouses,Products,70,0,0,0,13.74,45,0,0.0,Related_To
2348,164,2798,Warehouses,Products,70,0,0,0,13.74,45,0,0.0,Related_To
2349,270,2798,Warehouses,Products,70,0,0,0,13.74,45,0,0.0,Related_To
2350,753,2798,Warehouses,Products,70,0,0,0,13.74,45,0,0.0,Related_To
2351,724,2798,Warehouses,Products,70,0,0,0,13.74,45,0,0.0,Related_To
2352,217,2799,Warehouses,Products,90,0,0,0,8558.34,28,0,0.0,Related_To
2353,173,2799,Warehouses,Products,90,0,0,0,8558.34,28,0,0.0,Related_To
2354,23,2799,Warehouses,Products,90,0,0,0,8558.34,28,0,0.0,Related_To
2355,817,2799,Warehouses,Products,90,0,0,0,8558.34,28,0,0.0,Related_To
2356,146,2799,Warehouses,Products,90,0,0,0,8558.34,28,0,0.0,Related_To
2357,877,2799,Warehouses,Products,90,0,0,0,8558.34,28,0,0.0,Related_To
2358,465,2799,Warehouses,Products,90,0,0,0,8558.34,28,0,0.0,Related_To
2359,572,2799,Warehouses,Products,90,0,0,0,8558.34,28,0,0.0,Related_To
2360,476,2799,Warehouses,Products,90,0,0,0,8558.34,28,0,0.0,Related_To
2361,763,2800,Warehouses,Products,70,0,0,0,2.33,49,0,0.0,Related_To
2362,597,2801,Warehouses,Products,55,0,0,0,204.67,15,0,0.0,Related_To
2363,753,2801,Warehouses,Products,55,0,0,0,204.67,15,0,0.0,Related_To
2364,791,2801,Warehouses,Products,55,0,0,0,204.67,15,0,0.0,Related_To
2365,732,2801,Warehouses,Products,55,0,0,0,204.67,15,0,0.0,Related_To
2366,282,2801,Warehouses,Products,55,0,0,0,204.67,15,0,0.0,Related_To
2367,200,2801,Warehouses,Products,55,0,0,0,204.67,15,0,0.0,Related_To
2368,794,2801,Warehouses,Products,55,0,0,0,204.67,15,0,0.0,Related_To
2369,297,2801,Warehouses,Products,55,0,0,0,204.67,15,0,0.0,Related_To
2370,45,2801,Warehouses,Products,55,0,0,0,204.67,15,0,0.0,Related_To
2371,981,2801,Warehouses,Products,55,0,0,0,204.67,15,0,0.0,Related_To
2372,213,2802,Warehouses,Products,75,0,0,0,5541.45,26,0,0.0,Related_To
2373,536,2802,Warehouses,Products,75,0,0,0,5541.45,26,0,0.0,Related_To
2374,224,2802,Warehouses,Products,75,0,0,0,5541.45,26,0,0.0,Related_To
2375,474,2802,Warehouses,Products,75,0,0,0,5541.45,26,0,0.0,Related_To
2376,378,2802,Warehouses,Products,75,0,0,0,5541.45,26,0,0.0,Related_To
2377,784,2802,Warehouses,Products,75,0,0,0,5541.45,26,0,0.0,Related_To
2378,441,2803,Warehouses,Products,70,0,0,0,892.99,41,0,0.0,Related_To
2379,200,2803,Warehouses,Products,70,0,0,0,892.99,41,0,0.0,Related_To
2380,518,2803,Warehouses,Products,70,0,0,0,892.99,41,0,0.0,Related_To
2381,144,2803,Warehouses,Products,70,0,0,0,892.99,41,0,0.0,Related_To
2382,681,2804,Warehouses,Products,70,0,0,0,7.19,42,0,0.0,Related_To
2383,94,2804,Warehouses,Products,70,0,0,0,7.19,42,0,0.0,Related_To
2384,123,2804,Warehouses,Products,70,0,0,0,7.19,42,0,0.0,Related_To
2385,240,2804,Warehouses,Products,70,0,0,0,7.19,42,0,0.0,Related_To
2386,64,2804,Warehouses,Products,70,0,0,0,7.19,42,0,0.0,Related_To
2387,567,2805,Warehouses,Products,70,0,0,0,52.41,32,0,0.0,Related_To
2388,706,2805,Warehouses,Products,70,0,0,0,52.41,32,0,0.0,Related_To
2389,597,2805,Warehouses,Products,70,0,0,0,52.41,32,0,0.0,Related_To
2390,320,2805,Warehouses,Products,70,0,0,0,52.41,32,0,0.0,Related_To
2391,298,2805,Warehouses,Products,70,0,0,0,52.41,32,0,0.0,Related_To
2392,161,2805,Warehouses,Products,70,0,0,0,52.41,32,0,0.0,Related_To
2393,715,2806,Warehouses,Products,55,0,0,0,7.73,18,0,0.0,Related_To
2394,396,2806,Warehouses,Products,55,0,0,0,7.73,18,0,0.0,Related_To
2395,380,2807,Warehouses,Products,90,0,0,0,4921.76,37,0,0.0,Related_To
2396,987,2807,Warehouses,Products,90,0,0,0,4921.76,37,0,0.0,Related_To
2397,475,2807,Warehouses,Products,90,0,0,0,4921.76,37,0,0.0,Related_To
2398,948,2807,Warehouses,Products,90,0,0,0,4921.76,37,0,0.0,Related_To
2399,80,2807,Warehouses,Products,90,0,0,0,4921.76,37,0,0.0,Related_To
2400,233,2807,Warehouses,Products,90,0,0,0,4921.76,37,0,0.0,Related_To
2401,778,2807,Warehouses,Products,90,0,0,0,4921.76,37,0,0.0,Related_To
2402,27,2807,Warehouses,Products,90,0,0,0,4921.76,37,0,0.0,Related_To
2403,383,2807,Warehouses,Products,90,0,0,0,4921.76,37,0,0.0,Related_To
2404,30,2807,Warehouses,Products,90,0,0,0,4921.76,37,0,0.0,Related_To
2405,899,2808,Warehouses,Products,90,0,0,0,5705.18,28,0,0.0,Related_To
2406,709,2808,Warehouses,Products,90,0,0,0,5705.18,28,0,0.0,Related_To
2407,542,2808,Warehouses,Products,90,0,0,0,5705.18,28,0,0.0,Related_To
2408,632,2808,Warehouses,Products,90,0,0,0,5705.18,28,0,0.0,Related_To
2409,246,2809,Warehouses,Products,70,0,0,0,7.83,39,0,0.0,Related_To
2410,380,2809,Warehouses,Products,70,0,0,0,7.83,39,0,0.0,Related_To
2411,77,2810,Warehouses,Products,70,0,0,0,212.3,34,0,0.0,Related_To
2412,311,2810,Warehouses,Products,70,0,0,0,212.3,34,0,0.0,Related_To
2413,757,2810,Warehouses,Products,70,0,0,0,212.3,34,0,0.0,Related_To
2414,241,2811,Warehouses,Products,70,0,0,0,62.73,45,0,0.0,Related_To
2415,105,2811,Warehouses,Products,70,0,0,0,62.73,45,0,0.0,Related_To
2416,184,2811,Warehouses,Products,70,0,0,0,62.73,45,0,0.0,Related_To
2417,519,2811,Warehouses,Products,70,0,0,0,62.73,45,0,0.0,Related_To
2418,481,2811,Warehouses,Products,70,0,0,0,62.73,45,0,0.0,Related_To
2419,494,2812,Warehouses,Products,90,0,0,0,6216.4,48,0,0.0,Related_To
2420,408,2812,Warehouses,Products,90,0,0,0,6216.4,48,0,0.0,Related_To
2421,789,2812,Warehouses,Products,90,0,0,0,6216.4,48,0,0.0,Related_To
2422,409,2812,Warehouses,Products,90,0,0,0,6216.4,48,0,0.0,Related_To
2423,975,2812,Warehouses,Products,90,0,0,0,6216.4,48,0,0.0,Related_To
2424,38,2812,Warehouses,Products,90,0,0,0,6216.4,48,0,0.0,Related_To
2425,441,2812,Warehouses,Products,90,0,0,0,6216.4,48,0,0.0,Related_To
2426,560,2812,Warehouses,Products,90,0,0,0,6216.4,48,0,0.0,Related_To
2427,165,2813,Warehouses,Products,90,0,0,0,9155.62,44,0,0.0,Related_To
2428,185,2813,Warehouses,Products,90,0,0,0,9155.62,44,0,0.0,Related_To
2429,245,2813,Warehouses,Products,90,0,0,0,9155.62,44,0,0.0,Related_To
2430,895,2814,Warehouses,Products,70,0,0,0,87.14,36,0,0.0,Related_To
2431,100,2814,Warehouses,Products,70,0,0,0,87.14,36,0,0.0,Related_To
2432,85,2814,Warehouses,Products,70,0,0,0,87.14,36,0,0.0,Related_To
2433,479,2815,Warehouses,Products,90,0,0,0,9051.53,28,0,0.0,Related_To
2434,903,2815,Warehouses,Products,90,0,0,0,9051.53,28,0,0.0,Related_To
2435,124,2815,Warehouses,Products,90,0,0,0,9051.53,28,0,0.0,Related_To
2436,524,2815,Warehouses,Products,90,0,0,0,9051.53,28,0,0.0,Related_To
2437,671,2815,Warehouses,Products,90,0,0,0,9051.53,28,0,0.0,Related_To
2438,976,2815,Warehouses,Products,90,0,0,0,9051.53,28,0,0.0,Related_To
2439,567,2815,Warehouses,Products,90,0,0,0,9051.53,28,0,0.0,Related_To
2440,561,2815,Warehouses,Products,90,0,0,0,9051.53,28,0,0.0,Related_To
2441,391,2816,Warehouses,Products,90,0,0,0,2029.17,42,0,0.0,Related_To
2442,79,2816,Warehouses,Products,90,0,0,0,2029.17,42,0,0.0,Related_To
2443,187,2816,Warehouses,Products,90,0,0,0,2029.17,42,0,0.0,Related_To
2444,336,2816,Warehouses,Products,90,0,0,0,2029.17,42,0,0.0,Related_To
2445,536,2816,Warehouses,Products,90,0,0,0,2029.17,42,0,0.0,Related_To
2446,170,2816,Warehouses,Products,90,0,0,0,2029.17,42,0,0.0,Related_To
2447,586,2816,Warehouses,Products,90,0,0,0,2029.17,42,0,0.0,Related_To
2448,263,2816,Warehouses,Products,90,0,0,0,2029.17,42,0,0.0,Related_To
2449,982,2817,Warehouses,Products,70,0,0,0,95.24,35,0,0.0,Related_To
2450,694,2817,Warehouses,Products,70,0,0,0,95.24,35,0,0.0,Related_To
2451,88,2817,Warehouses,Products,70,0,0,0,95.24,35,0,0.0,Related_To
2452,203,2817,Warehouses,Products,70,0,0,0,95.24,35,0,0.0,Related_To
2453,474,2818,Warehouses,Products,55,0,0,0,103.33,25,0,0.0,Related_To
2454,737,2818,Warehouses,Products,55,0,0,0,103.33,25,0,0.0,Related_To
2455,130,2818,Warehouses,Products,55,0,0,0,103.33,25,0,0.0,Related_To
2456,552,2818,Warehouses,Products,55,0,0,0,103.33,25,0,0.0,Related_To
2457,370,2818,Warehouses,Products,55,0,0,0,103.33,25,0,0.0,Related_To
2458,25,2818,Warehouses,Products,55,0,0,0,103.33,25,0,0.0,Related_To
2459,119,2819,Warehouses,Products,55,0,0,0,9.16,11,0,0.0,Related_To
2460,123,2819,Warehouses,Products,55,0,0,0,9.16,11,0,0.0,Related_To
2461,189,2819,Warehouses,Products,55,0,0,0,9.16,11,0,0.0,Related_To
2462,664,2819,Warehouses,Products,55,0,0,0,9.16,11,0,0.0,Related_To
2463,195,2819,Warehouses,Products,55,0,0,0,9.16,11,0,0.0,Related_To
2464,232,2819,Warehouses,Products,55,0,0,0,9.16,11,0,0.0,Related_To
2465,76,2819,Warehouses,Products,55,0,0,0,9.16,11,0,0.0,Related_To
2466,418,2819,Warehouses,Products,55,0,0,0,9.16,11,0,0.0,Related_To
2467,288,2820,Warehouses,Products,70,0,0,0,568.27,35,0,0.0,Related_To
